_id,id_bank,id_city,address,time,position,type,latitude,longitude,comment
,2,319,"ул. Пушкинская, 68",Круглосуточно,Наружный,Банковское подразделение,,,
,2,319,"ул. Пушкинская, 68",08:00 - 00:00,Холл,Банковское подразделение,,,
,26,319,"ул. Пушкинская, 80",Круглосуточно,Наружный,Медицинские учреждения,,,
,2,319,"ул. Роганская, 151",Круглосуточно,Холл,"Фабрика, завод, организация",,,
,15,319,"ул. Ромашкина, 1",Круглосуточно,Холл,Аэропорт,,,
,5,319,"ул. Рудика, 6",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,6,319,"ул. Рымарская, 32",Круглосуточно,Наружный,Банковское подразделение,,,
,1,319,"ул. Свет Шахтера, 4/6",Круглосуточно,Внутренний,"Фабрика, завод, организация",,,
,5,319,"ул. Сумская, 1",09:00 - 18:30,Внутренний,Банковское подразделение,,,
,2,319,"ул. Сумская, 100",Круглосуточно,Наружный,Банковское подразделение,,,
,14,319,"ул. Сумская, 110",Круглосуточно,1-й этаж,Банковское подразделение,,,
,17,319,"ул. Сумская, 17",Круглосуточно,Наружный,Банковское подразделение,,,
,6,319,"ул. Сумская, 26",Круглосуточно,Холл,Банковское подразделение,,,
,2,319,"ул. Сумская, 40",Круглосуточно,Наружный,Другие или неподдающиеся классификации,,,
,26,319,"ул. Сумская, 54",Круглосуточно,Холл,Другие или неподдающиеся классификации,,,
,10,319,"ул. Сумская, 59",Круглосуточно,Холл,Банковское подразделение,,,
,11,319,"ул. Сумская, 63",Круглосуточно,Банковское подразделение,Банковское подразделение,,,
,1,319,"ул. Сумская, 74",Круглосуточно,Внутренний (Зона 24),Банковское подразделение,,,
,3,319,"ул. Сумская, 92",Круглосуточно,1-й этаж,Банковское подразделение,,,
,19,319,"ул. Тарасовская, 3",Круглосуточно,Наружный,Торговый центр,,,
,5,319,"ул. Тимуровцев, 39",08:00 - 21:00,внутренний (для сотрудников предприятия),"Фабрика, завод, организация",,,
,8,319,"ул. Университетская, 27",Круглосуточно,Холл,"Фабрика, завод, организация",,,
,15,319,"ул. Фрунзе, 7",Круглосуточно,Наружный,Банковское подразделение,,,
,9,319,"ул. Чернышевского, 13",Круглосуточно,1-й этаж,Банковское подразделение,,,
,17,319,"ул. Чернышевского, 65",Круглосуточно,1-й этаж,Банковское подразделение,,,
,9,319,"ул. Чернышевского, 7/9",Круглосуточно,1-й этаж,Банковское подразделение,,,
,19,319,"ул. Чкалова, 15",Круглосуточно,Холл,Банковское подразделение,,,
,3,319,"ул. Шевченко, 100",Круглосуточно,1-й этаж,Банковское подразделение,,,
,26,319,"ул. Шевченко, 137 А",Круглосуточно,Холл,"Фабрика, завод, организация",,,
,5,319,"ул. Шевченко, 142 А",08:00 - 04:00,Холл,Торговый центр,,,
,9,319,"ул. Энгельса, 21",Круглосуточно,1-й этаж,Банковское подразделение,,,
,26,319,"ул. Энгельса, 29",06:00 - 00:00,1-й этаж,"Фабрика, завод, организация",,,
,1,319,"ул. Энергетическая, 11",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,2,319,"ул. Ярославская, 20/22",09:00 - 18:00,Холл,Банковское подразделение,,,
,8,320,"бул. Комарова, 12",Круглосуточно,Наружный,Другие или неподдающиеся классификации,,,
,2,320,"ул. Жадановского, 6",Круглосуточно,Наружный,Банковское подразделение,,,
,2,320,"ул. Харьковская, 105 А",Круглосуточно,Холл,Торговый центр,,,
,2,320,"ул. Харьковская, 111",Круглосуточно,Наружный,Торговый центр,,,
,1,321,"ул. 152-й Стрелковой дивизии,16",Круглосуточно,Внутренний,"Фабрика, завод, организация",,,
,1,322,"ул. Казацкая, 3",Круглосуточно,Наружный,Предприятие с ограниченным доступом,,,
,2,322,"ул. Ленина, 20",Круглосуточно,Наружный,Банковское подразделение,,,
,1,323,"ул. Парижской Коммуны, 55",Круглосуточно,Внутренний,Банковское подразделение,,,
,4,323,"ул. Первомайская,  35 А",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,3,323,"ул. Первомайская, 1 А",09:00 - 18:00,1-й этаж,Банковское подразделение,,,
,8,323,"ул. Первомайская, 19",Круглосуточно,Наружный,Банковское подразделение,,,
,1,323,"ул. Первомайская, 35 А",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,4,323,"ул. Первомайская, 35 М",Круглосуточно,Холл,Банковское подразделение,,,
,8,324,"Бериславское шоссе, 37",Круглосуточно,Холл,"Фабрика, завод, организация",,,
,1,324,"пр. 200-летия Херсона, 30",Круглосуточно,Внутренний,Банковское подразделение,,,
,3,324,"пр. 200-летия Херсона, 35 А",Круглосуточно,1-й этаж,Банковское подразделение,,,
,15,324,"пр. 200-летия Херсона, 8",Круглосуточно,Холл,"Фабрика, завод, организация",,,
,14,324,"пр. Ушакова, 30/1",Круглосуточно,1-й этаж,Банковское подразделение,,,
,15,324,"пр. Ушакова, 49",08:00 - 23:00,Холл,Торговый центр,,,
,6,324,"пр. Ушакова, 58",Круглосуточно,Наружный,Банковское подразделение,,,
,15,324,"пр. Ушакова, 70 А",Круглосуточно,Наружный,Банковское подразделение,,,
,1,324,"пр. Ушакова, 77",Круглосуточно,Наружный,Банковское подразделение,,,
,20,324,"пр. Ушакова, 87",Круглосуточно,1-й этаж,Банковское подразделение,,,
,17,324,"ул. 40-летия Октября, 4",Круглосуточно,1-й этаж,Другие или неподдающиеся классификации,,,
,15,324,"ул. 49-й Гвардейской Дивизии, 45",08:00 - 23:00,Наружный,Торговый центр,,,
,15,324,"ул. Димитрова, 14",Круглосуточно,Наружный,Банковское подразделение,,,
,5,324,"ул. Карла Маркса, 123/15",Круглосуточно,Внутренний,Банковское подразделение,,,
,6,324,"ул. Карла Маркса, 33",Круглосуточно,Наружный,Банковское подразделение,,,
,9,324,"ул. Ленина, 23",Круглосуточно,1-й этаж,Банковское подразделение,,,
,2,324,"ул. Маяковского, 16 А",Круглосуточно,Холл,Банковское подразделение,,,
,8,324,"ул. Октябрьской революции, 19",Круглосуточно,Наружный,Банковское подразделение,,,
,15,324,"ул. Патона, 12",Круглосуточно,Холл,Торговый центр,,,
,1,324,"ул. Пестеля, 5",Круглосуточно,Холл,Предприятие с ограниченным доступом,,,
,6,324,"ул. Советская, 16 А",Круглосуточно,Наружный,Банковское подразделение,,,
,1,324,"ул. Суворова, 1/13",Круглосуточно,Наружный,Банковское подразделение,,,
,1,324,"ул. Суворова, 37",09:00 - 18:00,Внутренний,Банковское подразделение,,,
,15,324,"ул. Черноморская, 25",Круглосуточно,Наружный,Банковское подразделение,,,
,8,325,"ул. Советская, 2 Б",Круглосуточно,Банковское подразделение,Банковское подразделение,,,
,8,326,"ул. Мира, 3 А",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,6,327,"пр. Грушевского, 25/1",Круглосуточно,Наружный,Банковское подразделение,,,
,6,327,"пр. Грушевского, 27/2",Круглосуточно,Наружный,Банковское подразделение,,,
,9,327,"ул. Данилы Галицкого, 13",Круглосуточно,1-й этаж,Банковское подразделение,,,
,3,327,"ул. Данилы Галицкого, 13",Круглосуточно,1-й этаж,Банковское подразделение,,,
,14,327,"ул. Леси Украинки, 31",Круглосуточно,1-й этаж,Банковское подразделение,,,
,3,327,"ул. Леси Украинки, 35/8",09:00 - 20:00,1-й этаж,Банковское подразделение,,,
,5,327,"ул. Огиенко, 51",Круглосуточно,Наружный,Банковское подразделение,,,
,8,327,"ул. Соборная, 27",Круглосуточно,Наружный,Банковское подразделение,,,
,7,328,"ул. Петровского, 1",Круглосуточно,1-й этаж,Торговый центр,,,
,7,328,"ул. Строительная, 3",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,7,328,"ул. Центральная, 16",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,4,329,"пр. Независимости, 2 А",Круглосуточно,Холл,Банковское подразделение,,,
,7,329,"пр. Независимости, 22",Круглосуточно,Наружный,Торговый центр,,,
,4,329,"пр. Независимости, 9",Круглосуточно,Холл,"Игровые, развлекательные центры, кафе, рестораны",,,
,2,329,"ул. Курчатова, 6 В",Круглосуточно,Наружный,Банковское подразделение,,,
,7,330,"ул. Данилы Галицкого, 35",Круглосуточно,1-й этаж,Банковское подразделение,,,
,7,331,"ул. Острожского, 34",Круглосуточно,Наружный,Банковское подразделение,,,
,7,332,"пр. Мира, 99/101",Круглосуточно,1-й этаж,"Фабрика, завод, организация",,,
,6,332,"ул. Владимирская, 46",Круглосуточно,Наружный,Банковское подразделение,,,
,5,332,"ул. Владимирская, 47",Круглосуточно,Внутренний,Банковское подразделение,,,
,6,332,"ул. Гагарина, 5",Круглосуточно,Наружный,Банковское подразделение,,,
,6,332,"ул. Каменецкая, 20",Круглосуточно,Наружный,Банковское подразделение,,,
,3,332,"ул. Каменецкая, 52",09:00 - 18:00,1-й этаж,Банковское подразделение,,,
,3,332,"ул. Каменецкая, 52",Круглосуточно,1-й этаж,Банковское подразделение,,,
,1,332,"ул. Каменецкая, 58",Круглосуточно,Наружный,Банковское подразделение,,,
,9,332,"ул. Нижняя береговая, 35",Круглосуточно,1-й этаж,Банковское подразделение,,,
,2,332,"ул. Подольская, 73 А",Круглосуточно,Наружный,Банковское подразделение,,,
,1,332,"ул. Проскуровская, 13",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,10,332,"ул. Проскуровская, 16",Круглосуточно,Наружный,Банковское подразделение,,,
,2,332,"ул. Проскуровская, 50",Круглосуточно,Наружный,Торговый центр,,,
,2,332,"ул. Театральная, 10",09:00 - 17:00,Холл,Банковское подразделение,,,
,8,332,"ул. Театральная, 10",Круглосуточно,Наружный,Банковское подразделение,,,
,14,332,"ул. Театральная, 9/1",Круглосуточно,1-й этаж,Банковское подразделение,,,
,6,332,"ул. Тернопольская, 15/2",Круглосуточно,Наружный,Банковское подразделение,,,
,7,332,"ул. Толбухина, 2",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,7,332,"ул. Чорновола, 24",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,13,332,"ул. Шевченко, 11",Круглосуточно,Наружный,Банковское подразделение,,,
,9,332,"ул. Шевченко, 11",Круглосуточно,1-й этаж,Банковское подразделение,,,
,7,332,"ул. Шевченко, 34",Круглосуточно,Холл,Гостиница,,,
,7,333,"ул. Мира, 3",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,7,333,"ул. Пирогова, 1",Круглосуточно,Наружный,Медицинские учреждения,,,
,7,333,"ул. Центральная, 40",Круглосуточно,Наружный,Другие или неподдающиеся классификации,,,
,7,334,"ул. Карла Маркса, 39/18",Круглосуточно,Наружный,Банковское подразделение,,,
,8,335,"ул. Ленина, 2 А",Круглосуточно,Холл,Предприятие с ограниченным доступом,,,
,7,336,"ул. Транспортная, 33",Круглосуточно,1-й этаж,Туристические учреждения и маршруты,,,
,8,337,"ул. Лысенка, 18",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,5,337,"ул. Шевченко, 68 А",Круглосуточно,Наружный,Банковское подразделение,,,
,7,337,"ул. Шевченко, 96",Круглосуточно,Наружный,Торговый центр,,,
,8,338,"ул. Ленина, 161/1",Круглосуточно,1-й этаж,"Фабрика, завод, организация",,,
,28,339,"ул. Кирова, 1",Круглосуточно,1-й этаж,"Фабрика, завод, организация",,,
,5,340,"ул. Костомарова, 26",Круглосуточно,Наружный,Медицинские учреждения,,,
,5,340,"ул. Ленина, 25",Круглосуточно,Наружный,Банковское подразделение,,,
,7,340,"ул. Шевченко, 35",Круглосуточно,Наружный,Торговый центр,,,
,8,341,"ул. Устименко, 104",Круглосуточно,Холл,"Фабрика, завод, организация",,,
,28,162,"ул. Дахновская, 21",08:00 - 22:00,1-й этаж,Торговый центр,,,
,1,342,"ул. Коробейника, 1",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,1,342,"ул. Свердлова, 91",Круглосуточно,Наружный,Банковское подразделение,,,
,4,343,"ул. Ленина, 20",Круглосуточно,Наружный,Банковское подразделение,,,
,8,343,"ул. Ленина, 3",Круглосуточно,Наружный,Банковское подразделение,,,
,2,343,"ул. Ленина, 9/2",Круглосуточно,Наружный,Банковское подразделение,,,
,5,343,"ул. Октябрьской революции, 22/2",Круглосуточно,Наружный,Банковское подразделение,,,
,3,343,"ул. Тыщика, 25 В",Круглосуточно,1-й этаж,Банковское подразделение,,,
,8,344,"ул. Кирова, 30",Круглосуточно,Наружный,Банковское подразделение,,,
,28,345,"бул. Шевченко, 145",Круглосуточно,Наружный,Банковское подразделение,,,
,3,345,"бул. Шевченко, 170",09:00 - 20:00,1-й этаж,Банковское подразделение,,,
,1,345,"бул. Шевченко, 170",Круглосуточно,Наружный,Банковское подразделение,,,
,1,345,"бул. Шевченко, 195",Круглосуточно,Внутренний,Банковское подразделение,,,
,11,345,"бул. Шевченко, 207",Круглосуточно,Наружный,Торговый центр,,,
,5,345,"бул. Шевченко, 207",Круглосуточно,Наружный,Торговый центр,,,
,11,345,"бул. Шевченко, 218/220",Круглосуточно,Наружный,Банковское подразделение,,,
,14,345,"бул. Шевченко, 258",Круглосуточно,1-й этаж,Банковское подразделение,,,
,2,345,"бул. Шевченко, 320",Круглосуточно,Наружный,Банковское подразделение,,,
,6,345,"ул. Байды Вишневецкого, 36/1",Круглосуточно,Наружный,Банковское подразделение,,,
,10,345,"ул. Байды Вишневецкого, 47",Круглосуточно,Холл,Банковское подразделение,,,
,24,345,"ул. Байды Вишневецкого, 47",Круглосуточно,Внутренний (Зона 24),Банковское подразделение,,,
,8,345,"ул. Богдана Хмельницкого, 52",Круглосуточно,Наружный,Банковское подразделение,,,
,1,345,"ул. Вербовецкого, 108",Круглосуточно,Внутренний,"Фабрика, завод, организация",,,
,11,345,"ул. Горького, 27",Круглосуточно,Наружный,Банковское подразделение,,,
,14,345,"ул. Громова, 142",Круглосуточно,1-й этаж,"Фабрика, завод, организация",,,
,9,345,"ул. Громова, 2",Круглосуточно,1-й этаж,"Фабрика, завод, организация",,,
,7,345,"ул. Крещатик, 195",09:00 - 20:00,1-й этаж,"Фабрика, завод, организация",,,
,9,345,"ул. Крещатик, 200",Круглосуточно,1-й этаж,Банковское подразделение,,,
,2,345,"ул. Лазарева, 4",Круглосуточно,Наружный,Банковское подразделение,,,
,9,345,"ул. Лазарева, 6",Круглосуточно,1-й этаж,Банковское подразделение,,,
,5,345,"ул. Ленина, 35",Круглосуточно,Наружный,Банковское подразделение,,,
,28,345,"ул. Смелянская, 144",Круглосуточно,1-й этаж,Гостиница,,,
,1,345,"ул. Смелянская, 36",Круглосуточно,Наружный,Банковское подразделение,,,
,5,345,"ул. Хрещатик, 205",Круглосуточно,Наружный,Банковское подразделение,,,
,6,345,"ул. Черновола, 59",Круглосуточно,Наружный,Банковское подразделение,,,
,11,345,"ул. Чигиринская, 15",10:00 - 19:00,Внутренний (тер-я предприятия),Предприятие с ограниченным доступом,,,
,8,346,"ул. Ленина, 96/27",Круглосуточно,Банковское подразделение,Банковское подразделение,,,
,11,347,"ул. Пролетарская, 56",Круглосуточно,Внутренний (Зона 24),Банковское подразделение,,,
,2,348,"ул. Черноуса, 2",Круглосуточно,Наружный,Банковское подразделение,,,
,18,349,"ул. Ленина, 19",Круглосуточно,Холл,Торговый центр,,,
,2,350,"ул. Октябрьская, 4",Круглосуточно,Холл,Банковское подразделение,,,
,5,351,"ул. Шевченко, 2",Круглосуточно,Наружный,Банковское подразделение,,,
,2,351,"ул. Шевченко, 4 А",Круглосуточно,Наружный,Банковское подразделение,,,
,6,352,"ул. Вокзальная, 40",Круглосуточно,Наружный,Банковское подразделение,,,
,2,352,"ул. Киевская, 174",Круглосуточно,Наружный,Банковское подразделение,,,
,14,353,"пр. Мира, 21",09:00 - 22:00,1-й этаж,Банковское подразделение,,,
,1,353,"пр. Мира, 35",Круглосуточно,Наружный,Банковское подразделение,,,
,15,353,"пр. Мира, 35",Круглосуточно,Наружный,Торговый центр,,,
,6,353,"пр. Мира, 95",Круглосуточно,Наружный,Банковское подразделение,,,
,1,353,"пр. Победы, 100 А",Круглосуточно,Внутренний,Банковское подразделение,,,
,7,353,"пр. Победы, 114",Круглосуточно,Наружный,Банковское подразделение,,,
,25,353,"пр. Победы, 44",Круглосуточно,Наружный,Банковское подразделение,,,
,14,353,"пр. Победы, 62",Круглосуточно,1-й этаж,Банковское подразделение,,,
,2,353,"пр. Победы, 75",Круглосуточно,Наружный,Банковское подразделение,,,
,8,353,"пр. Победы, 81",Круглосуточно,Наружный,Банковское подразделение,,,
,5,353,"пр. Победы, 96 А",Круглосуточно,Наружный,Банковское подразделение,,,
,9,353,"ул. Гетьмана Полуботка, 18",Круглосуточно,1-й этаж,Банковское подразделение,,,
,6,353,"ул. Комсомольская, 23",Круглосуточно,Наружный,Банковское подразделение,,,
,3,353,"ул. Мстиславская, 2",Круглосуточно,1-й этаж,Банковское подразделение,,,
,3,353,"ул. Мстиславская, 25",09:00 - 20:00,1-й этаж,Банковское подразделение,,,
,6,353,"ул. Одинцова, 2",Круглосуточно,Наружный,Банковское подразделение,,,
,8,353,"ул. Пятницкая, 16",Круглосуточно,Наружный,Банковское подразделение,,,
,5,353,"ул. Рокоссовского, 37",Круглосуточно,Наружный,Банковское подразделение,,,
,5,353,"ул. Шевченко, 95",09:00 - 18:00,Внутренний,"Фабрика, завод, организация",,,
,15,353,"ул. Щорса, 36",Круглосуточно,Наружный,Банковское подразделение,,,
,7,354,м-н Солнечный,Круглосуточно,1-й этаж,Другие или неподдающиеся классификации,,,
,7,354,Управление СТРОЙ1,Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,3,355,"пр. Независимости, 78",Круглосуточно,1-й этаж,Банковское подразделение,,,
,5,355,"пр. Независимости, 82",Круглосуточно,Наружный,Банковское подразделение,,,
,6,355,"ул. Гагарина, 10",Круглосуточно,Наружный,Банковское подразделение,,,
,1,355,"ул. Головна, 189",Круглосуточно,Наружный,Банковское подразделение,,,
,2,355,"ул. Головна, 48",08:00 - 22:00,Холл,Банковское подразделение,,,
,7,355,"ул. Головна, 89",Круглосуточно,Наружный,Банковское подразделение,,,
,16,355,"ул. Головна, 97",Круглосуточно,1-й этаж,Банковское подразделение,,,
,9,355,"ул. Доброго, 7",Круглосуточно,1-й этаж,Банковское подразделение,,,
,3,355,"ул. Заньковецкой, 18",09:00 - 20:00,1-й этаж,Банковское подразделение,,,
,1,355,"ул. Кобылянской, 2",Круглосуточно,Наружный,Банковское подразделение,,,
,7,355,"ул. Комарова, 3",Круглосуточно,1-й этаж,"Фабрика, завод, организация",,,
,6,355,"ул. Красноармейская, 160",Круглосуточно,Наружный,Банковское подразделение,,,
,15,355,"ул. Красноармейская, 55",Круглосуточно,Холл,Банковское подразделение,,,
,1,355,"ул. Красноармейская, 7",Круглосуточно,Внутренний,"Фабрика, завод, организация",,,
,8,355,"ул. Первомайская, 19",Круглосуточно,Наружный,Банковское подразделение,,,
,1,355,"ул. Прутская, 23 А",08:00 - 17:00,Холл,Предприятие с ограниченным доступом,,,
,2,355,"ул. Русская, 253",Круглосуточно,Наружный,Банковское подразделение,,,
,14,355,"ул. Стасюка, 22",Круглосуточно,1-й этаж,Банковское подразделение,,,
,5,355,"ул. Франка, 1/1",Круглосуточно,Наружный,Банковское подразделение,,,
,6,355,"ул. Франка, 26",Круглосуточно,Наружный,Банковское подразделение,,,
,11,355,"ул. Шиллера, 9",Круглосуточно,Наружный,Банковское подразделение,,,
,41,14,"вул. Буняковського, 5-А",цілодобово,відділення банку,відділення банку,,,
,56,14,"вул. Кармалюка, 1",,відділення філії банку,відділення філії банку,,,
,41,362,"вул. Леніна, 3",,ТЦ,ТЦ,,,
,41,362,"вул. Радянська, 23",,відділення банку,відділення банку,,,
,56,362,"вул. Радянська, 19",,"магазин ""У Людмили""","магазин ""У Людмили""",,,
,56,362,"вул. Залізнична, 51",,відділення банку,відділення банку,,,
,56,362,"вул. Миколаєнка, 21",,відділення банку,відділення банку,,,
,37,16,"вул. Соборна, 64",,відділення банку,відділення банку,,,
,41,16,"Хмельницьке шосе, 7",,ДПІ у м.Вінниця,ДПІ у м.Вінниця,,,
,41,16,"вул. 30-річчя Перемоги, 21",,ДПІ у м. Вінниця,ДПІ у м. Вінниця,,,
,41,16,"вул. Келецька, 63",,Вінницький НДПІ землеустрою,Вінницький НДПІ землеустрою,,,
,41,16,"вул. 50-річчя Перемоги, 26",8:00-23:00,Будинок Побуту,Будинок Побуту,,,
,41,16,"вул. Козицького, 51",,"Торговий центр ""Магіцентр""","Торговий центр ""Магіцентр""",,,
,41,16,"вул. Пирогова, 47-А",,відділення банку,відділення банку,,,
,41,16,"вул. Соборна, 76",,відділення банку,відділення банку,,,
,41,16,"вул. Козицького, 51",,відділення банку,відділення банку,,,
,41,16,"вул. 50-річчя Перемоги, 26",,відділення банку,відділення банку,,,
,41,16,"вул. Келецька, 51",,відділення банку,відділення банку,,,
,45,16,"пр. Коцюбинського, 76",,відділення банку,відділення банку,,,
,45,16,"вул. Пирогова, 154-А",,відділення банку,відділення банку,,,
,47,16,"вул. Козицького, 46",,відділення банку,відділення банку,,,
,49,16,"вул. 50-річчя Перемоги, 20-А/43",,"Вінницьке РУ АБ ""Полтава-Банк""","Вінницьке РУ АБ ""Полтава-Банк""",,,
,50,16,"вул. Київська, 173",,"КП ""Вінницяоблводоканал""","КП ""Вінницяоблводоканал""",,,
,50,16,"вул. Театральна, 14",,відділення банку,відділення банку,,,
,50,16,"вул. Фрунзе, 58",,відділення банку,відділення банку,,,
,50,16,"Хмельницьке шосе, 145",,відділення банку,відділення банку,,,
,50,16,"Хмельницьке шосе, 16",,відділення банку,відділення банку,,,
,56,16,"пр. Юності, 43-А",,"ТЦ ""Магігранд""","ТЦ ""Магігранд""",,,
,56,16,"вул. Пирогова, 51/47",,магазин непродовольчих товарів,магазин непродовольчих товарів,,,
,56,16,"вул. Грибоєдова, 3","пн-пт 9:00-21:00, сб-нд 9:00-23:00",приміщення магазину,приміщення магазину,,,
,56,16,"вул. 600-річчя, 17",,"магазин ""АБВ-техніка""","магазин ""АБВ-техніка""",,,
,56,16,"Хмельницьке шосе, 7",,"Адміністративна будівля ""Книжка""","Адміністративна будівля ""Книжка""",,,
,56,16,"вул. Грушевського, 27",цілодобово,Управління СБУ у Вінницькій області,Управління СБУ у Вінницькій області,,,
,56,16,"вул. Театральна, 10",,УМВС у Вінницькій обл.,УМВС у Вінницькій обл.,,,
,56,16,"вул. Ботанічна, 23",,Управління ДАІ (хол),Управління ДАІ (хол),,,
,56,16,"вул. 30-річчя Перемоги, 21",цілодобово,ДПІ у м. Вінниця,ДПІ у м. Вінниця,,,
,56,16,"вул. Островського, 2",,Адміністративна будівля УВП №1,Адміністративна будівля УВП №1,,,
,56,16,"вул. Першотравнева, 98",,Тролейбусне депо,Тролейбусне депо,,,
,56,16,"Хмельницьке шосе, 29",цілодобово,Трамвайно-тролейбусне управління,Трамвайно-тролейбусне управління,,,
,56,16,"Хмельницьке шосе, 107",цілодобово,Західний автовокзал,Західний автовокзал,,,
,56,16,"вул. Фрунзе, 24",цілодобово,Відділення Укрпошти,Відділення Укрпошти,,,
,56,16,"вул. Д.Нечая, 63",цілодобово,Відділення Укрпошти,Відділення Укрпошти,,,
,56,16,"пр. Космонавтів, 24",цілодобово,Відділення Укрпошти,Відділення Укрпошти,,,
,56,16,"пр. Коцюбинського, 30",,Відділення Укрпошти,Відділення Укрпошти,,,
,56,16,"пр. Коцюбинського, 30",цілодобово,відділення банку,відділення банку,,,
,56,16,"вул. Івана Бевза, 34",,відділення банку,відділення банку,,,
,56,16,"вул. Пирогова, 9",,відділення банку,відділення банку,,,
,56,16,"вул. Київська, 47",,відділення банку,відділення банку,,,
,56,16,"вул. Ботанічна, 28",,відділення банку,відділення банку,,,
,56,16,"вул. Ботанічна, 23",,відділення банку,відділення банку,,,
,55,16,"вул. Гоголя, 1",цілодобово,відділення банку,відділення банку,,,
,56,391,"Вінницький аеропорт, 1",,Вінницький аеропорт,Вінницький аеропорт,,,
,56,18,"вул. Гурвича, 1",,Лікарня,Лікарня,,,
,56,18,"вул. 1 Травня, 77",,відділення банку,відділення банку,,,
,56,18,"вул. Південна, 67",,відділення банку,відділення банку,,,
,56,395,"вул. Промислова, 12/2",цілодобово,Гніванський завод спецзалізобетону,Гніванський завод спецзалізобетону,,,
,56,395,"вул. Леніна, 68",,відділення банку,відділення банку,,,
,56,398,"Тростянецкий р-н, 1",,Ладижинська виправна колонія №39,Ладижинська виправна колонія №39,,,
,50,20,"вул. Київська, 8",,відділення банку,відділення банку,,,
,56,20,"вул. Леніна, 1",,приміщення магазину,приміщення магазину,,,
,56,20,"вул. Барляєва, 9",,відділення банку,відділення банку,,,
,56,21,"вул. Леніна, 67",,Калинівський машинобудівний завод,Калинівський машинобудівний завод,,,
,56,21,"вул. Леніна, 67",,відділення банку,відділення банку,,,
,47,426,"вул. Леніна, 15",,відділення банку,відділення банку,,,
,56,426,"вул. Червоноармійська, 35",,магазин,магазин,,,
,56,426,"вул. Грушевського, 68",,відділення банку,відділення банку,,,
,56,432,"вул. 9-го Січня, 10",цілодобово,Крижопільський районний медичний центр,Крижопільський районний медичний центр,,,
,56,432,"вул. Леніна, 7",,відділення банку,відділення банку,,,
,56,434,"вул. Будівельників, 15",,"ТЦ ""Європейський""","ТЦ ""Європейський""",,,
,56,434,"вул. Процишина, 10-Г",,відділення банку,відділення банку,,,
,56,436,"вул. Леніна, 139",цілодобово,відділення банку,відділення банку,,,
,56,22,"вул. Київська, 6-А",цілодобово,відділення банку,відділення банку,,,
,41,449,"вул. Горького, 94",,відділення банку,відділення банку,,,
,56,449,"вул. Горького, 86",,магазин,магазин,,,
,56,449,"вул. Луначарського, 10-А",,відділення банку,відділення банку,,,
,56,488,"Вінницький район, 1",,Стрижавська виправна колонія №81,Стрижавська виправна колонія №81,,,
,56,494,"вул. Леніна, 51",,"магазин ""Продукти""","магазин ""Продукти""",,,
,56,494,"вул. Леніна, 79-А",,відділення банку,відділення банку,,,
,56,497,"Піщанський р-н, 1",цілодобово,Піщанська виправна колонія №59,Піщанська виправна колонія №59,,,
,56,26,"вул. 50 років СРСР, 6",,відділення банку,відділення банку,,,
,56,27,"вул. Ковельська, 186-А",цілодобово,магазин,магазин,,,
,56,27,"вул. Ковельська, 73",цілодобово,відділення банку,відділення банку,,,
,56,28,"вул. Олени Пчілки, 7",,відділення банку,відділення банку,,,
,40,29,"вул. Рівненська, 55",,відділення банку,відділення банку,,,
,41,29,"пр. Волі, 43",,відділення банку,відділення банку,,,
,41,29,"вул. Рівненська, 100",,відділення банку,відділення банку,,,
,45,29,"вул. Дубнівська, 15",,відділення банку,відділення банку,,,
,47,29,"вул. Винниченка, 20-А",,відділення банку,відділення банку,,,
,50,29,"вул. Вінниченка, 26 (Бізнес Центр Директорія)",,відділення банку,відділення банку,,,
,56,29,"вул. Вінниченка, 67",,Адміністративна будівля,Адміністративна будівля,,,
,56,29,"пр. Волі, 5",цілодобово,Квітковий магазин,Квітковий магазин,,,
,56,29,"вул. Соборності, 11",цілодобово,"Торговий дім ""ТИГРЕС""","Торговий дім ""ТИГРЕС""",,,
,56,29,"вул. Л.Українки, 67",,"Супермаркет ""Вопак""","Супермаркет ""Вопак""",,,
,56,29,"вул. Перемоги, 12/19",,відділення банку,відділення банку,,,
,56,29,"вул. Б.Хмельницького, 42",цілодобово,відділення банку,відділення банку,,,
,56,29,"вул. Бойка, 1",,відділення банку,відділення банку,,,
,55,29,"вул. Бойка, 1",,відділення банку,відділення банку,,,
,45,35,"вул. Сировця, 21-А",,відділення банку,відділення банку,,,
,56,35,"вул. Радянська, 30",цілодобово,теплоцентраль,теплоцентраль,,,
,56,35,"бульв. Будівельників, 4",цілодобово,"магазин ""АТБ""","магазин ""АТБ""",,,
