_id,id_bank,id_city,address,time,position,type,latitude,longitude,comment
,5,108,"ул. Пушкина, 11",Круглосуточно,Наружный,Банковское подразделение,,,
,14,108,"ул. Пушкина, 16",Круглосуточно,1-й этаж,Банковское подразделение,,,
,6,109,"ул. Главная, 57",Круглосуточно,Холл,Торговый центр,,,
,7,110,"ул. Освобождения, 95",Круглосуточно,Наружный,Торговый центр,,,
,25,111,"санаторий ""Квитка Полонины""",Круглосуточно,Холл,"Фабрика, завод, организация",,,
,8,112,"ул. Ленина, 16",Круглосуточно,Наружный,Банковское подразделение,,,
,9,112,"ул. Ленина, 53",Круглосуточно,1-й этаж,Банковское подразделение,,,
,1,113,"пл. Кирила и Мефодия, 4",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,9,113,"пл. Корятовича, 2",Круглосуточно,1-й этаж,Банковское подразделение,,,
,12,113,"пл. Шандора Петефи, 40",Круглосуточно,Наружный,Банковское подразделение,,,
,4,113,"пр. Свободы, 1",Круглосуточно,Наружный,Банковское подразделение,,,
,8,113,"ул. Волошина, 2 А",Круглосуточно,Наружный,Банковское подразделение,,,
,9,113,"ул. Киевская набережная, 3",Круглосуточно,1-й этаж,Банковское подразделение,,,
,1,113,"ул. Корятовича, 27",Круглосуточно,Внутренний,Банковское подразделение,,,
,16,113,"ул. Легоцкого, 19 А",Круглосуточно,Холл,Торговый центр,,,
,8,113,"ул. Льва Толстого, 29",Круглосуточно,Наружный,Банковское подразделение,,,
,9,113,"ул. Минайская, 24",Круглосуточно,1-й этаж,Банковское подразделение,,,
,1,113,"ул. Победы, 1",Круглосуточно,Внутренний,Банковское подразделение,,,
,3,113,"ул. Победы, 11 Б",09:00 - 20:00,1-й этаж,Банковское подразделение,,,
,2,113,"ул. Собранецкая, 5",Круглосуточно,Наружный,Банковское подразделение,,,
,15,113,"ул. Станционная, 2",Круглосуточно,Наружный,"Вокзал, железнодорожная станция (касса)",,,
,14,113,"ул. Университетская, 14",Круглосуточно,1-й этаж,"Фабрика, завод, организация",,,
,13,113,ул. Фединца 40,Круглосуточно,Наружный,Банковское подразделение,,,
,6,113,"ул. Швабская, 17/1",Круглосуточно,Наружный,Банковское подразделение,,,
,15,113,"ул. Швабская, 21",Круглосуточно,Наружный,Банковское подразделение,,,
,14,113,"ул. Швабская, 36",Круглосуточно,1-й этаж,Банковское подразделение,,,
,5,113,"ул. Швабская, 71 А",Круглосуточно,Наружный,Банковское подразделение,,,
,2,114,"ул. Богдана Хмельницкого, 5",Круглосуточно,Наружный,Банковское подразделение,,,
,9,114,"ул. Карпатской Сечи, 16",Круглосуточно,1-й этаж,Банковское подразделение,,,
,1,115,"Мелитопольское шоссе, 77",Круглосуточно,Холл,Предприятие с ограниченным доступом,,,
,1,115,"пр. Ленина, 12/22",Круглосуточно,Наружный,Банковское подразделение,,,
,9,115,"пр. Ленина, 12/22",Круглосуточно,1-й этаж,Банковское подразделение,,,
,3,115,"пр. Ленина, 21",Круглосуточно,1-й этаж,Банковское подразделение,,,
,2,115,"пр. Ленина, 22",Круглосуточно,Наружный,Торговый центр,,,
,14,115,"пр. Ленина, 51",Круглосуточно,1-й этаж,Банковское подразделение,,,
,1,115,"пр. Пролетарський, 220",Круглосуточно,Внутренний,Торговый центр,,,
,5,115,"ул. Дюмина, 37/32",Круглосуточно,Наружный,Банковское подразделение,,,
,15,116,"ул. Чекиста, 10",Круглосуточно,Наружный,Банковское подразделение,,,
,2,117,"ул. Ленина, 133",Круглосуточно,Наружный,Банковское подразделение,,,
,5,117,"ул. Центральная, 48",08:00 - 22:00,Холл,"Фабрика, завод, организация",,,
,15,118,"ул. Космическая, 12 А",08:00 - 22:00,1-й этаж,Торговый центр,,,
,8,119,"ул. Петровского, 6",Круглосуточно,Наружный,Банковское подразделение,,,
,9,120,"бул. Шевченко, 18",Круглосуточно,1-й этаж,Банковское подразделение,,,
,10,120,"бул. Шевченко, 18",Круглосуточно,Наружный,Банковское подразделение,,,
,5,120,"бул. Шевченко, 4",Круглосуточно,Наружный,Банковское подразделение,,,
,15,120,"бул. Шевченко, 69",08:00 - 22:00,1-й этаж,Торговый центр,,,
,8,120,"Днепропетровское шоссе, 11",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,5,120,"остр. Хортица, 1",09:00 - 18:00,Холл,"Фабрика, завод, организация",,,
,8,120,"пр. 50-летия Октября, 21",Круглосуточно,Наружный,Другие или неподдающиеся классификации,,,
,1,120,"пр. Ленина, 133",Круглосуточно,Наружный,Другие или неподдающиеся классификации,,,
,15,120,"пр. Ленина, 135",Круглосуточно,Холл,Гостиница,,,
,14,120,"пр. Ленина, 141",Круглосуточно,1-й этаж,Банковское подразделение,,,
,9,120,"пр. Ленина, 144",Круглосуточно,1-й этаж,Банковское подразделение,,,
,1,120,"пр. Ленина, 144/146",Круглосуточно,Внутренний,Банковское подразделение,,,
,10,120,"пр. Ленина, 146",Круглосуточно,Холл,Банковское подразделение,,,
,3,120,"пр. Ленина, 146",Круглосуточно,1-й этаж,Банковское подразделение,,,
,19,120,"пр. Ленина, 153",Круглосуточно,Холл,Банковское подразделение,,,
,10,120,"пр. Ленина, 172",Круглосуточно,Холл,Предприятие с ограниченным доступом,,,
,1,120,"пр. Ленина, 177",Круглосуточно,Внутренний,Банковское подразделение,,,
,1,120,"пр. Ленина, 178",Круглосуточно,Холл (Зона 24),Банковское подразделение,,,
,2,120,"пр. Ленина, 179",Круглосуточно,Наружный,Банковское подразделение,,,
,6,120,"пр. Ленина, 185",Круглосуточно,Холл,Банковское подразделение,,,
,17,120,"пр. Ленина, 187",Круглосуточно,Наружный,Банковское подразделение,,,
,9,120,"пр. Ленина, 190",Круглосуточно,1-й этаж,Банковское подразделение,,,
,15,120,"пр. Ленина, 192",Круглосуточно,1-й этаж,"Фабрика, завод, организация",,,
,17,120,"пр. Ленина, 198",Круглосуточно,Холл,Банковское подразделение,,,
,15,120,"пр. Ленина, 208",Круглосуточно,аружный,Банковское подразделение,,,
,3,120,"пр. Ленина, 213",Круглосуточно,1-й этаж,Банковское подразделение,,,
,5,120,"пр. Ленина, 216",Круглосуточно,Наружный,Банковское подразделение,,,
,24,120,"пр. Ленина, 218",Круглосуточно,Внутренний (Зона 24),Банковское подразделение,,,
,8,120,"пр. Ленина, 222",Круглосуточно,Наружный,Банковское подразделение,,,
,15,120,"пр. Ленина, 226",Круглосуточно,Наружный,Банковское подразделение,,,
,3,120,"пр. Ленина, 36",09:00 - 18:00,1-й этаж,Банковское подразделение,,,
,3,120,"пр. Ленина, 36",09:00 - 20:00,1-й этаж,Банковское подразделение,,,
,20,120,"пр. Ленина, 42",Круглосуточно,1-й этаж,Банковское подразделение,,,
,1,120,"пр. Ленина, 46",Круглосуточно,Банковское подразделение,Банковское подразделение,,,
,10,120,"пр. Ленина, 46",Круглосуточно,Холл,Банковское подразделение,,,
,8,120,"пр. Ленина, 50/24",Круглосуточно,Наружный,Банковское подразделение,,,
,2,120,"пр. Ленина, 51",08:45 - 18:00,Холл,Банковское подразделение,,,
,3,120,"пр. Ленина, 53",Круглосуточно,1-й этаж,Банковское подразделение,,,
,9,120,"пр. Ленина, 66",Круглосуточно,1-й этаж,Банковское подразделение,,,
,1,120,"пр. Ленина, 68",Круглосуточно,Внутренний,Банковское подразделение,,,
,8,120,"пр. Ленина, 92",Круглосуточно,Наружный,Банковское подразделение,,,
,15,120,"пр. Ленина, 96",Круглосуточно,Наружный,Торговый центр,,,
,4,120,"пр. Маяковского, 7",Круглосуточно,Холл,Банковское подразделение,,,
,3,120,"пр. Моторостроителей, 15",Круглосуточно,1-й этаж,"Фабрика, завод, организация",,,
,9,120,"пр. Моторостроителей, 15",Круглосуточно,1-й этаж,"Фабрика, завод, организация",,,
,15,120,"пр. Юбилейный, 22 Б",Круглосуточно,Наружный,Торговый центр,,,
,9,120,"пр. Юбилейный, 33",Круглосуточно,1-й этаж,Торговый центр,,,
,15,120,"ул. Бородинская, 7",Круглосуточно,Наружный,Торговый центр,,,
,5,120,"ул. Бородинская, 7",Круглосуточно,Наружный,Торговый центр,,,
,15,120,"ул. Волшебная, 155 Б",Круглосуточно,Наружный,Торговый центр,,,
,23,120,"ул. Горького, 27",Круглосуточно,Холл,Другие или неподдающиеся классификации,,,
,8,120,"ул. Гудыменко, 3",Круглосуточно,Наружный,Банковское подразделение,,,
,23,120,"ул. Дзержинского, 51/21",Круглосуточно,Наружный,Банковское подразделение,,,
,6,120,"ул. Дзержинского, 53",Круглосуточно,Наружный,Банковское подразделение,,,
,1,120,"ул. Димитрова, 44",Круглосуточно,Холл,Предприятие с ограниченным доступом,,,
,15,120,"ул. Дудыкина, 28",Круглосуточно,Холл,Торговый центр,,,
,1,120,"ул. Запорожская, 1 Б",Круглосуточно,Внутренний,Банковское подразделение,,,
,23,120,"ул. Иванова, 99",Круглосуточно,Внутренний (проходная),"Фабрика, завод, организация",,,
,3,120,"ул. Лахтынская, 13",Круглосуточно,1-й этаж,Банковское подразделение,,,
,2,120,"ул. Лермонтова, 9",Круглосуточно,Наружный,Банковское подразделение,,,
,8,120,"ул. Лизы Чайкиной, 51",Круглосуточно,Наружный,Банковское подразделение,,,
,15,120,"ул. Маршала Судця, 26",Круглосуточно,Наружный,Торговый центр,,,
,15,120,"ул. Новокузнецкая, 12 В",10:00 - 20:00,Холл,Торговый центр,,,
,15,120,"ул. Орджоникидзе, 15 А",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,15,120,"ул. Орджоникидзе, 52 А",Круглосуточно,Наружный,Банковское подразделение,,,
,15,120,"ул. Парамонова, 15",Круглосуточно,1-й этаж,Другие или неподдающиеся классификации,,,
,6,120,"ул. Победы, 115",Круглосуточно,Наружный,Банковское подразделение,,,
,9,120,"ул. Победы, 59",Круглосуточно,1-й этаж,Банковское подразделение,,,
,15,120,"ул. Рустави, 1 Г",Круглосуточно,Холл,Торговый центр,,,
,8,120,"ул. Сапожникова, 6",Круглосуточно,Холл,"Фабрика, завод, организация",,,
,5,120,"ул. Свердлова, 24",Круглосуточно,Наружный,Банковское подразделение,,,
,19,120,"ул. Тепличная, 16",Круглосуточно,1-й этаж,"Фабрика, завод, организация",,,
,17,120,"ул. Тепличная, 7",09:00 - 18:00,1-й этаж,"Фабрика, завод, организация",,,
,8,120,"ул. Чумаченко, 34",Круглосуточно,Холл,Банковское подразделение,,,
,1,120,"ул. Электрическая, 245",Круглосуточно,Наружный,Торговый центр,,,
,14,120,"Южное шоссе, 74 А",Круглосуточно,1-й этаж,"Фабрика, завод, организация",,,
,7,121,"ул. Гоголя, 6",Круглосуточно,Холл,Банковское подразделение,,,
,8,122,"пр. Богдана Хмельницкого, 22",Круглосуточно,Наружный,Банковское подразделение,,,
,1,122,"пр. Богдана Хмельницкого, 22",Круглосуточно,Внутренний,Банковское подразделение,,,
,9,122,"пр. Богдана Хмельницкого, 39",Круглосуточно,1-й этаж,Банковское подразделение,,,
,2,122,"пр. Богдана Хмельницкого, 7",Круглосуточно,Наружный,Банковское подразделение,,,
,14,122,"ул. Воровского, 1",Круглосуточно,1-й этаж,Банковское подразделение,,,
,2,122,"ул. Зиндельса, 23",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,6,122,"ул. Кирова, 38",Круглосуточно,Наружный,Банковское подразделение,,,
,5,122,"ул. Кирова, 65",Круглосуточно,Наружный,Банковское подразделение,,,
,3,122,"ул. Фрунзе, 54",Круглосуточно,1-й этаж,Банковское подразделение,,,
,2,123,"ул. Ленинградских курсантов, 60",Круглосуточно,Наружный,Банковское подразделение,,,
,8,124,"ул. Горького, 14",Круглосуточно,Наружный,Банковское подразделение,,,
,1,124,"ул. Горького, 29",Круглосуточно,Внутренний,"Фабрика, завод, организация",,,
,15,125,"ул. Ленина, 95 А",Круглосуточно,Наружный,Торговый центр,,,
,8,126,"ул. Революционная, 49",Круглосуточно,Наружный,Банковское подразделение,,,
,9,127,"пр. Строителей, 27 А",Круглосуточно,1-й этаж,Банковское подразделение,,,
,1,127,"пр. Строителей, 45",Круглосуточно,Наружный,Торговый центр,,,
,7,127,"пр. Строителей, 46",Круглосуточно,1-й этаж,Банковское подразделение,,,
,1,127,"ул. Казацкая, 16 В",Круглосуточно,Внутренний,Банковское подразделение,,,
,1,127,"ул. Промышленная, 133",Круглосуточно,Внутренний,Предприятие с ограниченным доступом,,,
,3,127,"ул. Советская, 16, корп. 2",09:00 - 18:00,1-й этаж,Банковское подразделение,,,
,1,127,"ул. Советская, 27 А",Круглосуточно,Наружный,Торговый центр,,,
,1,127,"ул. Центральная, 4",Круглосуточно,Внутренний (Зона 24),Банковское подразделение,,,
,2,127,"ул. Энергетиков, 11",Круглосуточно,Наружный,Банковское подразделение,,,
,8,128,"ул. 22-го Января, 94",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,5,129,"ул. Даниила Галицкого, 64",Круглосуточно,Наружный,Медицинские учреждения,,,
,1,130,"пл. Мицкевича, 8",Круглосуточно,Внутренний,Банковское подразделение,,,
,1,130,"пл. Мицкевича, 8",Круглосуточно,Внутренний,Банковское подразделение,,,
,14,130,"пл. Рынок, 14",09:00 - 18:00,1-й этаж,Банковское подразделение,,,
,3,130,"ул. Бельведерская, 27",09:00 - 20:00,1-й этаж,Банковское подразделение,,,
,12,130,"ул. Богдана Хмельницького, 59 А",Круглосуточно,Холл,Предприятие с ограниченным доступом,,,
,3,130,"ул. Василянок, 22",Круглосуточно,1-й этаж,Банковское подразделение,,,
,13,130,"ул. Военных ветеранов, 12",Круглосуточно,1-й этаж,Банковское подразделение,,,
,8,130,"ул. Галицкая, 22",Круглосуточно,Наружный,Торговый центр,,,
,1,130,"ул. Галицкая, 31",Круглосуточно,Наружный,Банковское подразделение,,,
,1,130,"ул. Галицкая, 31",Круглосуточно,Внутренний,Банковское подразделение,,,
,20,130,"ул. Галицкая, 53 Б",Круглосуточно,1-й этаж,Банковское подразделение,,,
,5,130,"ул. Галицкая, 67",Круглосуточно,Наружный,Банковское подразделение,,,
,20,130,"ул. Галицкая, 7",Круглосуточно,1-й этаж,Банковское подразделение,,,
,7,130,"ул. Грушевского, 2",Круглосуточно,1-й этаж,Торговый центр,,,
,6,130,"ул. Грушевского, 22 А",Круглосуточно,Наружный,Банковское подразделение,,,
,6,130,"ул. Грюнвальдская, 10",Круглосуточно,Холл,Банковское подразделение,,,
,8,130,"ул. Железнодорожная, 30",Круглосуточно,1-й этаж,Торговый центр,,,
,5,130,"ул. Коновальца, 13",Круглосуточно,Наружный,Банковское подразделение,,,
,14,130,"ул. Коновальца, 70",08:00 - 17:00,1-й этаж,"Фабрика, завод, организация",,,
,19,130,"ул. Коновальца, 80 А",Круглосуточно,Холл,Банковское подразделение,,,
,12,130,"ул. Короля Данила, 16 В",Круглосуточно,Наружный,Банковское подразделение,,,
,14,130,"ул. Независимости, 67",Круглосуточно,1-й этаж,Банковское подразделение,,,
,9,130,"ул. П. Орлика, 8",Круглосуточно,1-й этаж,Банковское подразделение,,,
,8,130,"ул. Привокзальная, 11",Круглосуточно,Наружный,Банковское подразделение,,,
,8,130,"ул. Сечевых Стрельцов, 42 А",Круглосуточно,Холл,Банковское подразделение,,,
,2,130,"ул. Сечевых Стрельцов, 48",Круглосуточно,Наружный,Банковское подразделение,,,
,2,130,"ул. Сечевых Стрельцов, 48",08:00 - 23:00,Холл,Банковское подразделение,,,
,21,130,"ул. Степана Бандеры, 10 Б",Круглосуточно,Холл,Банковское подразделение,,,
,4,130,"ул. Степана Бандеры, 62",Круглосуточно,Холл,Банковское подразделение,,,
,2,130,"ул. Шевченко, 57",Круглосуточно,Наружный,Другие или неподдающиеся классификации,,,
,19,130,"ул. Юности, 2",Круглосуточно,1-й этаж,"Фабрика, завод, организация",,,
,5,131,"пл. Героев УПА, 2",Круглосуточно,Наружный,Банковское подразделение,,,
,20,131,"пр. Леси Украинки, 1",Круглосуточно,1-й этаж,Банковское подразделение,,,
,6,131,"пр. Леси Украинки, 2",Круглосуточно,Наружный,Банковское подразделение,,,
,8,131,"пр. Леси Украинки, 4 Б",Круглосуточно,Наружный,Банковское подразделение,,,
,3,131,"ул. Подвальная, 4 А",09:00 - 18:00,1-й этаж,Банковское подразделение,,,
,2,132,"пл. Шевченко, 6",Круглосуточно,Наружный,Банковское подразделение,,,
,8,132,"пр. Черновола, 26",Круглосуточно,Наружный,Торговый центр,,,
,13,132,"ул. Винниченко, 1 Б",Круглосуточно,Наружный,Банковское подразделение,,,
,5,132,"ул. Вичевой майдан, 3",Круглосуточно,Наружный,Банковское подразделение,,,
,12,133,"ул. Грушевського, 4",Круглосуточно,Наружный,Торговый центр,,,
,13,133,"ул. Соборная, 163",Круглосуточно,Наружный,Банковское подразделение,,,
,26,134,"ул. Галицкая, 58",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,4,135,"ул. Свободы, 363/3",Круглосуточно,Холл,Банковское подразделение,,,
,8,136,"ул. Комсомольская, 11",Круглосуточно,Наружный,Банковское подразделение,,,
,8,136,"ул. Октябрьская, 10",Круглосуточно,Наружный,Торговый центр,,,
,2,136,"ул. Октябрьская, 18",Круглосуточно,Холл,Банковское подразделение,,,
,2,137,"бул. 50-летия Победы, 105",Круглосуточно,Наружный,Банковское подразделение,,,
,14,137,"пл. Соборная, 1/1",Круглосуточно,1-й этаж,Банковское подразделение,,,
,1,137,"пл. Соборная, 11 А",Круглосуточно,Внутренний,Банковское подразделение,,,
,15,137,"пл. Торговая, 2/1",Круглосуточно,Наружный,Банковское подразделение,,,
,5,137,"пр. 50-летия Победы, 20",Круглосуточно,Наружный,Торговый центр,,,
,9,137,"ул. Гагарина, 11",Круглосуточно,1-й этаж,Банковское подразделение,,,
,5,137,ул. Гоголя 16,09:00 - 18:00,Внутренний,Банковское подразделение,,,
,5,137,"ул. Калинина, 16",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,1,137,"ул. Леваневского, 85",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,1,137,"ул. Олеся Гончара, 2",Круглосуточно,Наружный,Банковское подразделение,,,
,4,137,"ул. Сухоярская, 14",Круглосуточно,Холл,"Фабрика, завод, организация",,,
,8,137,"ул. Сухоярская, 14",Круглосуточно,Наружный (тер-я завода),"Фабрика, завод, организация",,,
,3,137,"ул. Театральная, 11/5",Круглосуточно,1-й этаж,Банковское подразделение,,,
,1,137,"ул. Ярослава Мудрого, 1",Круглосуточно,Внутренний,Банковское подразделение,,,
,8,137,"ул. Ярослава Мудрого, 17",Круглосуточно,Холл,Банковское подразделение,,,
,10,137,"ул. Ярослава Мудрого, 42",Круглосуточно,Холл,Банковское подразделение,,,
,14,138,"ул. Компрессорная, 3",Круглосуточно,1-й этаж,"Фабрика, завод, организация",,,
,5,138,"ул. Припятцкая, 1",Круглосуточно,Внутренний,"Фабрика, завод, организация",,,
,8,139,"пл. Привокзальная, 1 А",Круглосуточно,Наружный,"Вокзал, железнодорожная станция (касса)",,,
,2,139,"ул. Ленина, 156",09:00 - 20:00,Холл,Банковское подразделение,,,
,7,140,"Аэропорт Борисполь, КПП 2",Круглосуточно,Наружный,Аэропорт,,,
,7,140,"Аэропорт Борисполь, Отель",09:00 - 18:00,Холл,Гостиница,,,
,7,140,"Аэропорт Борисполь, отель",Круглосуточно,Холл,Гостиница,,,
,14,140,"ул. Горького, 53",Круглосуточно,1-й этаж,Гостиница,,,
,2,140,ул. Киевский шлях,09:00 - 18:00,Холл,"Фабрика, завод, организация",,,
,8,140,"ул. Киевский шлях, 2/6",Круглосуточно,Наружный,Торговый центр,,,
,10,140,"ул. Киевский шлях, 2/6",Круглосуточно,Наружный,Торговый центр,,,
,2,140,"ул. Киевский шлях, 41",Круглосуточно,Наружный,Банковское подразделение,,,
,3,140,"ул. Киевский шлях, 47",09:00 - 18:00,1-й этаж,Банковское подразделение,,,
,4,140,"ул. Киевский шлях, 47, пом. 5",Круглосуточно,Наружный,Банковское подразделение,,,
,8,140,"ул. Киевский шлях, 75",Круглосуточно,Холл,Банковское подразделение,,,
,1,140,"ул. Киевский шлях, 76",Круглосуточно,Внутренний,Банковское подразделение,,,
,8,141,"ул. Ленина, 238",Круглосуточно,Наружный,Торговый центр,,,
,2,142,"ул. Молодежная, 6",09:00 - 19:00,Холл,Банковское подразделение,,,
,3,143,"бул. Независимости, 11",Круглосуточно,1-й этаж,Банковское подразделение,,,
,2,143,"бул. Независимости, 16",09:00 - 22:00,Холл,Банковское подразделение,,,
,14,143,"бул. Независимости, 2",Круглосуточно,1-й этаж,Банковское подразделение,,,
,9,143,"бул. Независимости, 3",Круглосуточно,1-й этаж,Банковское подразделение,,,
,5,143,"бул. Независимости, 3 Б",Круглосуточно,Наружный,Банковское подразделение,,,
,7,143,"ул. Гагарина, 16",09:00 - 22:00,1-й этаж,Торговый центр,,,
,3,143,"ул. Гагарина, 16",09:00 - 20:00,1-й этаж,Банковское подразделение,,,
,7,143,"ул. Гагарина, 26",Круглосуточно,1-й этаж,Банковское подразделение,,,
,7,143,"ул. Гагарина, 26",08:00 - 23:00,Внутренний,Предприятие с ограниченным доступом,,,
,2,143,"ул. Гагарина, 9",Круглосуточно,Наружный,Банковское подразделение,,,
,2,143,"ул. Красовского, 16",Круглосуточно,Холл,Торговый центр,,,
,7,143,"ул. Чкалова, 12",08:00 - 23:00,1-й этаж,Торговый центр,,,
,15,144,"ул. Новое шоссе, 48",Круглосуточно,1-й этаж,Торговый центр,,,
,25,144,"ул. Энергетиков, 14",Круглосуточно,Наружный,Банковское подразделение,,,
,9,145,"ул. Гоголя, 5",Круглосуточно,1-й этаж,Банковское подразделение,,,
,8,145,"ул. Грушевского, 31",Круглосуточно,Наружный,Банковское подразделение,,,
,2,145,"ул. Соборная, 64/2",08:00 - 23:00,Внутренний,Торговый центр,,,
,2,146,"ул. Октябрьская, 13",09:00 - 20:00,Холл,Банковское подразделение,,,
,1,146,"ул. Октябрьская, 15",Круглосуточно,Внутренний,Банковское подразделение,,,
,25,146,"ул. Октябрьская, 49",Круглосуточно,Наружный,Банковское подразделение,,,
,25,146,"ул. Святоюрьевская, 20",Круглосуточно,Наружный,Банковское подразделение,,,
,2,147,"ул. Коцюбинского, 22",Круглосуточно,Наружный,Банковское подразделение,,,
,14,148,"ул. Днепровская, 1",Круглосуточно,1-й этаж,Торговый центр,,,
,2,148,"ул. И. Мазепы, 5",Круглосуточно,Наружный,Банковское подразделение,,,
,12,148,"ул. Кургузова, 13",Круглосуточно,Холл,Банковское подразделение,,,
,5,149,"ул. Мирная, 3",Круглосуточно,Внутренний,Предприятие с ограниченным доступом,,,
,21,150,"ул. 40-летия Октября, 22 Е",Круглосуточно,Холл,"Фабрика, завод, организация",,,
,2,151,Кагарлыцкая исправительная колония,Круглосуточно,Внутренний,Предприятие с ограниченным доступом,,,
,5,152,"ул. 11-Линия, 1",08:00 - 23:00,Холл,Медицинские учреждения,,,
,5,152,"ул. Карла Маркса, 31",09:00 - 18:00,Холл,Предприятие с ограниченным доступом,,,
,5,152,"ул. Садовая, 38",Круглосуточно,Наружный,Медицинские учреждения,,,
,3,152,"ул. Шевченко, 16",09:00 - 18:00,1-й этаж,Банковское подразделение,,,
,25,152,"ул. Шевченко, 3",Круглосуточно,Наружный,Банковское подразделение,,,
,11,152,"ул. Шевченко, 4",Круглосуточно,Банковское подразделение,Банковское подразделение,,,
,5,152,"ул. Шевченко, 4 А",Круглосуточно,Наружный,Банковское подразделение,,,
,2,153,"ул. Карла Маркса, 3",Круглосуточно,Наружный,Банковское подразделение,,,
,8,153,"ул. Независимости, 5",Круглосуточно,Наружный,Банковское подразделение,,,
,2,21,"ул. Ленина, 84",09:00 - 18:00,Наружный,Банковское подразделение,,,
,8,154,"бул. Вернадского, 4",Круглосуточно,Наружный,Банковское подразделение,,,
,2,154,"бул. Давыдова, 3",09:00 - 19:00,Холл,Банковское подразделение,,,
,3,154,"бул. Дружбы Народов, 38",09:00 - 20:00,1-й этаж,Банковское подразделение,,,
,27,154,"бул. Дружбы Народов, 38",08:00 - 23:00,Холл,Банковское подразделение,,,
,3,154,"бул. Дружбы Народов, 38",Круглосуточно,1-й этаж,Банковское подразделение,,,
,25,154,"бул. Ивана Лепсе, 16",Круглосуточно,Наружный,Другие или неподдающиеся классификации,,,
,9,154,"бул. Ивана Лепсе, 29",Круглосуточно,1-й этаж,Банковское подразделение,,,
,7,154,"бул. Ивана Лепсе, 4",Круглосуточно,Холл,Торговый центр,,,
,17,154,"бул. Ивана Лепсе, 4",09:00 - 20:00,Холл,Другие или неподдающиеся классификации,,,
,2,154,"бул. Ивана Лепсе, 67",Круглосуточно,Холл,Банковское подразделение,,,
,15,154,"бул. Леси Украинки, 19/16 A",Круглосуточно,Наружный,Банковское подразделение,,,
,5,154,"бул. Леси Украинки, 24",Круглосуточно,Внутренний,Банковское подразделение,,,
,1,154,"бул. Леси Украинки, 26",Круглосуточно,Внутренний,Банковское подразделение,,,
,1,154,"бул. Леси Украинки, 26",Круглосуточно,Внутренний,Банковское подразделение,,,
,24,154,"бул. Леси Украинки, 3",Круглосуточно,Внутренний (Зона 24),Банковское подразделение,,,
,2,154,"бул. Перова, 15",Круглосуточно,Наружный,Банковское подразделение,,,
,14,154,"бул. Перова, 32",Круглосуточно,1-й этаж,Банковское подразделение,,,
,17,154,"бул. Перова, 36",09:00 - 22:00,1-й этаж,Торговый центр,,,
,5,154,"бул. Русановский, 1",Круглосуточно,Наружный,Банковское подразделение,,,
,3,154,"бул. Тараса Шевченко, 10",09:00 - 20:00,1-й этаж,Банковское подразделение,,,
,1,154,"бул. Тараса Шевченко, 18",Круглосуточно,Внутренний,"Фабрика, завод, организация",,,
,28,154,"бул. Тараса Шевченко, 2",Круглосуточно,Холл,Торговый центр,,,
,4,154,"бул. Тараса Шевченко, 37/122",Круглосуточно,Холл,Банковское подразделение,,,
,2,154,"бул. Тараса Шевченко, 38",Круглосуточно,Холл,Банковское подразделение,,,
,9,154,"бул. Тараса Шевченко, 38/40",Круглосуточно,1-й этаж,Банковское подразделение,,,
,1,154,"бул. Чоколовский, 1",Круглосуточно,Наружный,Банковское подразделение,,,
,24,154,"бул. Чоколовский, 6",Круглосуточно,Внутренний (Зона 24),Банковское подразделение,,,
,2,154,"бул. Чоколовский, 9/13",Круглосуточно,Наружный,Банковское подразделение,,,
,12,154,"Днепровская набережная, 13",Круглосуточно,Холл,Банковское подразделение,,,
,12,154,"Днепровская набережная, 13",Круглосуточно,Наружный,Банковское подразделение,,,
,7,154,"Днепровская набережная, 16",Круглосуточно,1-й этаж,"Фабрика, завод, организация",,,
,2,154,"Днепровская набережная, 16",08:00 - 21:00,Холл,"Фабрика, завод, организация",,,
,18,154,"Днепровская набережная, 25",Круглосуточно,Холл,Медицинские учреждения,,,
,14,154,"Железнодорожное шоссе, 57",Круглосуточно,1-й этаж,"Фабрика, завод, организация",,,
,8,154,"Железнодорожное шоссе, 6",Круглосуточно,Холл,Другие или неподдающиеся классификации,,,
,3,154,"Кловский спуск, 11",Круглосуточно,1-й этаж,Банковское подразделение,,,
,29,154,"Кловский спуск, 14 А",08:00 - 20:00,3-й этаж,Предприятие с ограниченным доступом,,,
,2,154,"Кловский спуск, 9/2",Круглосуточно,Наружный,Банковское подразделение,,,
,2,154,"Кловский спуск, 9/2",08:00 - 20:00,Холл,Банковское подразделение,,,
,11,154,"Кольцевая дорога, 18",08:00 - 20:00,Внутренний (Автосалон),Выставочный центр,,,
,8,154,"Кольцевая дорога, 20/1 А",Круглосуточно,Наружный,"Фабрика, завод, организация",,,
,7,154,"пер. Красноармейский, 18",Круглосуточно,1-й этаж,"Фабрика, завод, организация",,,
,18,154,пер. Мичурина 3/2 А,Круглосуточно,Холл,"Фабрика, завод, организация",,,
